-25.00000E+00,+12.84649E+00,+500E-06
-24.97500E+00,+12.84632E+00,+500E-06
-24.95000E+00,+12.84643E+00,+490E-06
-24.92500E+00,+12.84641E+00,+490E-06
-24.90000E+00,+12.84632E+00,+510E-06
-24.87500E+00,+12.84613E+00,+500E-06
-24.85000E+00,+12.84616E+00,+490E-06
-24.82500E+00,+12.84616E+00,+480E-06
-24.80000E+00,+12.84621E+00,+500E-06
-24.77500E+00,+12.84625E+00,+500E-06
-24.75000E+00,+12.84632E+00,+490E-06
-24.72500E+00,+12.84628E+00,+490E-06
-24.70000E+00,+12.84617E+00,+500E-06
-24.67500E+00,+12.84632E+00,+500E-06
-24.65000E+00,+12.84628E+00,+490E-06
-24.62500E+00,+12.84616E+00,+480E-06
-24.60000E+00,+12.84632E+00,+490E-06
-24.57500E+00,+12.84632E+00,+500E-06
-24.55000E+00,+12.84616E+00,+500E-06
-24.52500E+00,+12.84616E+00,+500E-06
-24.50000E+00,+12.84619E+00,+500E-06
-24.47500E+00,+12.84616E+00,+510E-06
-24.45000E+00,+12.84607E+00,+490E-06
-24.42500E+00,+12.84616E+00,+490E-06
-24.40000E+00,+12.84616E+00,+490E-06
-24.37500E+00,+12.84600E+00,+500E-06
-24.35000E+00,+12.84616E+00,+480E-06
-24.32500E+00,+12.84616E+00,+480E-06
-24.30000E+00,+12.84600E+00,+490E-06
-24.27500E+00,+12.84600E+00,+500E-06
-24.25000E+00,+12.84603E+00,+490E-06
-24.22500E+00,+12.84616E+00,+480E-06
-24.20000E+00,+12.84616E+00,+490E-06
-24.17500E+00,+12.84632E+00,+490E-06
-24.15000E+00,+12.84616E+00,+490E-06
-24.12500E+00,+12.84616E+00,+490E-06
-24.10000E+00,+12.84616E+00,+490E-06
-24.07500E+00,+12.84631E+00,+500E-06
-24.05000E+00,+12.84616E+00,+490E-06
-24.02500E+00,+12.84628E+00,+480E-06
-24.00000E+00,+12.84632E+00,+490E-06
-23.97500E+00,+12.84625E+00,+500E-06
-23.95000E+00,+12.84600E+00,+480E-06
-23.92500E+00,+12.84600E+00,+480E-06
-23.90000E+00,+12.84616E+00,+490E-06
-23.87500E+00,+12.84603E+00,+490E-06
-23.85000E+00,+12.84632E+00,+490E-06
-23.82500E+00,+12.84608E+00,+490E-06
-23.80000E+00,+12.84616E+00,+490E-06
-23.77500E+00,+12.84600E+00,+500E-06
-23.75000E+00,+12.84616E+00,+490E-06
-23.72500E+00,+12.84616E+00,+500E-06
-23.70000E+00,+12.84616E+00,+500E-06
-23.67500E+00,+12.84616E+00,+490E-06
-23.65000E+00,+12.84626E+00,+500E-06
-23.62500E+00,+12.84616E+00,+490E-06
-23.60000E+00,+12.84616E+00,+510E-06
-23.57500E+00,+12.84618E+00,+500E-06
